,path,file,prerequisite
172,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Medicine\Flesh-as-Stone Inurement.md,Flesh-as-Stone Inurement,Grievous Wound Alteration Energy
173,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Medicine\Grievous Wound Alteration Energy.md,Grievous Wound Alteration Energy,Wound-Closing Technique
174,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Medicine\Indomitable Vitality Discipline.md,Indomitable Vitality Discipline,Disease-Banishing Technique
175,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Medicine\Jade Crucible Method.md,Jade Crucible Method,Grievous Wound Alteration Energy
176,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Medicine\Most Beneficent Seed of the Five Dragons.md,Most Beneficent Seed of the Five Dragons,Jade Crucible Method
177,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Medicine\Poisoner’s Deft Hand.md,Poisoner’s Deft Hand,Venom Expulsion Method
178,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Medicine\Rebirth of Flesh and Ivy.md,Rebirth of Flesh and Ivy,Grievous Wound Alteration Energy
179,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Blazing Interception.md,Blazing Interception,Flame Warden Stance
180,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Blinding Spark Distraction.md,Blinding Spark Distraction,Flame-Borne Interception
181,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Burning Pinnacle Strike.md,Burning Pinnacle Strike,Smoldering Essence Attack
182,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Crimson Fang Bite.md,Crimson Fang Bite,Burning Fury Wreath
183,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Crossfire Flash.md,Crossfire Flash,Blinding Spark Distraction
184,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Demon-Crushing Wolf Bite.md,Demon-Crushing Wolf Bite,Crimson Fang Bite
185,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Dragon Soul Burst.md,Dragon Soul Burst,Crimson Fang Bite
186,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Dragon-Graced Weapon.md,Dragon-Graced Weapon,Elemental Sheath
187,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Fire Incites Water to a Riot of Clouds.md,Fire Incites Water to a Riot of Clouds,Portentous Comet Deflection
188,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Flame Warden Stance.md,Flame Warden Stance,Flame-Borne Interception
189,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Graceful Flowing Defense.md,Graceful Flowing Defense,Flame-Borne Interception
190,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Mela’s Flashing Tongue.md,Mela’s Flashing Tongue,Burning Pinnacle Strike
191,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Mirror-on-Water Focus.md,Mirror-on-Water Focus,Fire Incites Water to a Riot of Clouds
192,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Portentous Comet Deflection.md,Portentous Comet Deflection,Crossfire Flash
193,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Root-and-Hand Merging.md,Root-and-Hand Merging,Elemental Sheath
194,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Melee\Smoldering Essence Attack.md,Smoldering Essence Attack,Dragon Soul Burst
195,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Anathema-Sealing Tomb.md,Anathema-Sealing Tomb,Seal of Heavenly Binding
196,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Blazing Purification Chant.md,Blazing Purification Chant,Soul-Fire Cremation Technique
197,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Chaos-Banishing Revelation Gesture.md,Chaos-Banishing Revelation Gesture,Dragon’s Sacred Talon
198,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Chaos-Banishing Revelation Gesture.md,Chaos-Banishing Revelation Gesture,Seal of Heavenly Binding
199,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Dragon-Sorcerer Puissance.md,Dragon-Sorcerer Puissance,Charms/Dragon-Blooded/Occult/Terrestrial Circle Sorcery
200,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Dragon’s Sacred Talon.md,Dragon’s Sacred Talon,Seed and Salt Warding
201,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Five Winds Raiment.md,Five Winds Raiment,Charms/Dragon-Blooded/Occult/Terrestrial Circle Sorcery
202,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Purifying Dragon Suspiration.md,Purifying Dragon Suspiration,Blazing Purification Chant
203,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Seal of Heavenly Binding.md,Seal of Heavenly Binding,Spirit-Shredding Attack
204,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Secret Wind Revelation.md,Secret Wind Revelation,Spirit-Detecting Mirror Technique
205,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Spirit-Chaining Strike.md,Spirit-Chaining Strike,Spirit-Grounding Shout
206,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Spirit-Grounding Shout.md,Spirit-Grounding Shout,Spirit-Detecting Mirror Technique
207,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Occult\Spirit-Shredding Attack.md,Spirit-Shredding Attack,Spirit-Chaining Strike
208,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Aura of Invulnerability.md,Aura of Invulnerability,Fearsome Dragon Presence
209,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Blazing Heart Ascendancy.md,Blazing Heart Ascendancy,Debate-Sparking Bonfire
210,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Debate-Sparking Bonfire.md,Debate-Sparking Bonfire,Unbearable Taunt Technique
211,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Dragon Warlord’s Convocation.md,Dragon Warlord’s Convocation,Blazing Heart Ascendancy
212,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Entombed Mind Technique.md,Entombed Mind Technique,Minds Like Fertile Fields
213,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Fearsome Dragon Presence.md,Fearsome Dragon Presence,Burning Dragon Mien
214,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Grinding Millstone Argument.md,Grinding Millstone Argument,Eternally Argumentative Flame
215,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Heartstring-Pulling Approach.md,Heartstring-Pulling Approach,Hot-Blooded Ardor
216,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Hot-Blooded Ardor.md,Hot-Blooded Ardor,Warm-Faced Seduction Style
217,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Minds Like Fertile Fields.md,Minds Like Fertile Fields,Grinding Millstone Argument
218,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Moth to the Candle.md,Moth to the Candle,Unbearable Taunt Technique
219,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Passion-Transmuting Nuance.md,Passion-Transmuting Nuance,Burning Dragon Mien
220,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Passion-Transmuting Nuance.md,Passion-Transmuting Nuance,Unbearable Taunt Technique
221,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Passion-Transmuting Nuance.md,Passion-Transmuting Nuance,Warm-Faced Seduction Style
222,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Presence\Vivacious Dragon Beauty.md,Vivacious Dragon Beauty,Hot-Blooded Ardor
223,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\(Element) Protection Technique.md,(Element) Protection Technique,Impervious Skin of Stone
224,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Dragon’s Unfailing Vigor.md,Dragon’s Unfailing Vigor,Charms/Dragon-Blooded/Resistance/Ox-Body Technique|Ox-Body Technique
225,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Earth Bears Witness.md,Earth Bears Witness,(Element) Protection Technique
226,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Elemental Aegis.md,Elemental Aegis,Supple Viridian Scales
227,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Eternal Tide Endurance.md,Eternal Tide Endurance,Impervious Skin of Stone
228,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Flowing Dragon-Body Endurance.md,Flowing Dragon-Body Endurance,Ripples-on-Water Defense
229,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Immovable Mountain Technique.md,Immovable Mountain Technique,Earth Bears Witness
230,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Revolving-Hurricane-Force Defense.md,Revolving-Hurricane-Force Defense,Flowing Dragon-Body Endurance
231,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Ripples-on-Water Defense.md,Ripples-on-Water Defense,Earth Bears Witness
232,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Supple Viridian Scales.md,Supple Viridian Scales,Impervious Skin of Stone
233,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Unbreathing Earth Meditation.md,Unbreathing Earth Meditation,Unsleeping Earth Meditation
234,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Unfeeling Earth Meditation.md,Unfeeling Earth Meditation,Unbreathing Earth Meditation
235,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Unsleeping Earth Meditation.md,Unsleeping Earth Meditation,Uneating Earth Meditation
236,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Resistance\Untiring Earth Meditation.md,Untiring Earth Meditation,Uneating Earth Meditation
237,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Ass-to-Elephant Method.md,Ass-to-Elephant Method,Great Heart Companion
238,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Blazing Charger Attack.md,Blazing Charger Attack,Trail-Blazing Dragon Steed
239,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Charge of One Hundred Generals.md,Charge of One Hundred Generals,Ebony Spur Technique
240,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Cloud-Harnessing Technique.md,Cloud-Harnessing Technique,Heaven-Racing Leap
241,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Creation-Turning Hoof.md,Creation-Turning Hoof,Tread Rooted in Life
242,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Dance of the Jade Bridle.md,Dance of the Jade Bridle,Great Heart Companion
243,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Dragon-Among-Horses Exaltation.md,Dragon-Among-Horses Exaltation,Great Heart Companion
244,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Ebony Spur Technique.md,Ebony Spur Technique,Creation-Turning Hoof
245,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Elusive Skirmisher Tactic.md,Elusive Skirmisher Tactic,Vanishing Cloud-Rider Ways
246,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Horses-Like-Dragons Stampede.md,Horses-Like-Dragons Stampede,Blazing Charger Attack
247,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Horses-Like-Dragons Stampede.md,Horses-Like-Dragons Stampede,Seizing-the-Reins Approach
248,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Indomitable Warhorse Endurance.md,Indomitable Warhorse Endurance,Reins-Like-Roots Unity
249,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Mountain-Trampling Hoof.md,Mountain-Trampling Hoof,Ass-to-Elephant Method
250,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Reins-Like-Roots Unity.md,Reins-Like-Roots Unity,Great Heart Companion
251,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Seizing-the-Reins Approach.md,Seizing-the-Reins Approach,Dance of the Jade Bridle
252,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Seven-League Gallop.md,Seven-League Gallop,Unbreakable Stallion Spirit
253,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Trail-Blazing Dragon Steed.md,Trail-Blazing Dragon Steed,Seven-League Gallop
254,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Unbreakable Stallion Spirit.md,Unbreakable Stallion Spirit,Creation-Turning Hoof
255,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Untethered Pegasus Spirit.md,Untethered Pegasus Spirit,Cloud-Harnessing Technique
256,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Ride\Vanishing Cloud-Rider Ways.md,Vanishing Cloud-Rider Ways,Cloud-Harnessing Technique
257,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Bellowing Thunder Admiral.md,Bellowing Thunder Admiral,Old Salt Spirit
258,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Benediction of the Living Ship.md,Benediction of the Living Ship,Sturdy Bulkhead Concentration
259,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Deck-Striding Prana.md,Deck-Striding Prana,Dragon Mariner Attitude
260,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Fog Shroud Ambush.md,Fog Shroud Ambush,Pirate-Masquerading Method
261,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Fog Shroud Ambush.md,Fog Shroud Ambush,Ship-Seizing Dragon Talon
262,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Hurricane-Predicting Glance.md,Hurricane-Predicting Glance,Dragon Mariner Attitude
263,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Ocean-Darting Maneuver.md,Ocean-Darting Maneuver,Storm-Outrunning Technique
264,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Old Salt Spirit.md,Old Salt Spirit,Dragon Mariner Attitude
265,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Pirate-Masquerading Method.md,Pirate-Masquerading Method,Vanishing Fog-Bank Escape
266,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Seven Seas Wind-Luring Chanty.md,Seven Seas Wind-Luring Chanty,Hurricane-Predicting Glance
267,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Ship-Seizing Dragon Talon.md,Ship-Seizing Dragon Talon,Bellowing Thunder Admiral
268,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Storm-Singer’s Reprieve.md,Storm-Singer’s Reprieve,Seven Seas Wind-Luring Chanty
269,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Sturdy Bulkhead Concentration.md,Sturdy Bulkhead Concentration,Ocean-Darting Maneuver
270,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Sail\Vanishing Fog-Bank Escape.md,Vanishing Fog-Bank Escape,Seven Seas Wind-Luring Chanty
271,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Auspicious First Meeting Attitude.md,Auspicious First Meeting Attitude,Friend-to-All-Nations Attitude
272,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Auspicious First Meeting Attitude.md,Auspicious First Meeting Attitude,Loyalty-Reading Meditation
273,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Brother-Against-Brother Insinuation.md,Brother-Against-Brother Insinuation,Wary Yellow Dog Attitude
274,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Ember-Fanning Provocation.md,Ember-Fanning Provocation,Brother-Against-Brother Insinuation
275,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Ember-Fanning Provocation.md,Ember-Fanning Provocation,Seizing-the-Tongue Technique
276,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Enticing Flame Feint.md,Enticing Flame Feint,Watching the Salon’s Shadows
277,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Eye-for-Passions Scrutiny.md,Eye-for-Passions Scrutiny,Shadow-Dispersing Radiance
278,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Implacable Dragon Mien.md,Implacable Dragon Mien,Smoke Without Flame
279,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Rippling Mirror Face.md,Rippling Mirror Face,Rumor-Dredging Gaze
280,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Rippling Mirror Face.md,Rippling Mirror Face,Smoke Without Flame
281,D:/Games Notes/Exalted Scripture Understanding\Charms\Dragon-Blooded\Socialize\Rumor-Dredging Gaze.md,Rumor-Dredging Gaze,Auspicious First Meeting Attitude
