,path,file,prerequisite
120,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Cloak of Forgotten Midnights\Endless Walpurgisnacht Revel.md,Endless Walpurgisnacht Revel,Veiled in Midnight
121,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Cloak of Forgotten Midnights\Gloaming Shroud.md,Gloaming Shroud, One With Night
122,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Cloak of Forgotten Midnights\Hidden Moon Mantle.md,Hidden Moon Mantle,Subtle Silver Declaration
123,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Cloak of Forgotten Midnights\Veiled in Midnight.md,Veiled in Midnight, Gloaming Shroud
124,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\All Your Yesterdays.md,All Your Yesterdays, Cutting Reminiscence
125,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\Cutting Reminiscence.md,Cutting Reminiscence,Shattered Mosaic Reconstruction
126,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\False Life Monologue.md,False Life Monologue, Heartfelt Memory Feint
127,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\History Rewritten.md,History Rewritten, Unshakable Belief Affliction
128,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\Never Forget Me.md,Never Forget Me, False Life Monologue
129,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\Recollection’s Edge.md,Recollection’s Edge, Heartfelt Memory Feint
130,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\Scars of the Past.md,Scars of the Past,Nightmare Scar Memento
131,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\Shattered Mosaic Reconstruction.md,Shattered Mosaic Reconstruction, Recollection’s Edge
132,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\Sorrowful Departure.md,Sorrowful Departure,Never Forget Me
133,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Fond Remembrance\Unshakable Belief Affliction.md,Unshakable Belief Affliction, All Your Yesterdays
134,"C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Inkwarden, Seal of Chi-E-Su\Evil-Sealing Stamp.md",Evil-Sealing Stamp,Spirit-Binder’s Seal
135,"C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Inkwarden, Seal of Chi-E-Su\Labyrinth-Oath Binding.md",Labyrinth-Oath Binding,Evil-Sealing Stamp
136,"C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Inkwarden, Seal of Chi-E-Su\Myth Made Real.md",Myth Made Real, Masterpiece-Acclaiming Mark
137,"C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Inkwarden, Seal of Chi-E-Su\Seal of Enduring Legend.md",Seal of Enduring Legend, Myth Made Real
138,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Magpie’s Wing\Covetous Talon Swoop.md,Covetous Talon Swoop, Corvid’s Many Secrets
139,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Magpie’s Wing\Expansive Avarice.md,Expansive Avarice,Magpie’s Hidden Hoard
140,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Magpie’s Wing\Greed Lines the Nest.md,Greed Lines the Nest, Ingenuity of the Magpie
141,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Magpie’s Wing\Ingenuity of the Magpie.md,Ingenuity of the Magpie, Covetous Talon Swoop
142,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Magpie’s Wing\Magpie’s Hidden Hoard.md,Magpie’s Hidden Hoard, Squirrel’s Cunning Technique
143,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Moonreaver\Beneath a Strange Sky.md,Beneath a Strange Sky, Moonlit Horizon Reaper
144,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Moonreaver\Freedom Is A Scythe.md,Freedom Is A Scythe,Rimed by Lunar Ice
145,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Moonreaver\Lost to the Night.md,Lost to the Night, Cold Breath of the Moon
146,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Moonreaver\Moonlit Horizon Reaper.md,Moonlit Horizon Reaper, Freedom Is A Scythe
147,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Moonreaver\Rimed by Lunar Ice.md,Rimed by Lunar Ice, Cold Breath of the Moon
148,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Night Hag’s Braid\Baleful Omen Strike.md,Baleful Omen Strike,Night Hag’s Feast
149,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Night Hag’s Braid\Fever Dream Arcana.md,Fever Dream Arcana,Shadow-Hands Invocation
150,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Night Hag’s Braid\Night Hag’s Feast.md,Night Hag’s Feast,Charms/Abyssal/Occult/Terrestrial Circle Sorcery
151,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Night Hag’s Braid\Nightmare Oubliette Affliction.md,Nightmare Oubliette Affliction, Baleful Omen Strike
152,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Night Hag’s Braid\Witch-Scourge Terror.md,Witch-Scourge Terror, Accursed Lash
153,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Resplendent Dream Brush\Argent Brush Flourish.md,Argent Brush Flourish,Painter of Dreams
154,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Resplendent Dream Brush\Fantasy Given Form.md,Fantasy Given Form, Painter of Dreams
155,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Resplendent Dream Brush\Landscape-Correcting Brushstroke.md,Landscape-Correcting Brushstroke, Fantasy Given Form
156,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Resplendent Dream Brush\Painted Peril Approach.md,Painted Peril Approach, Landscape-Correcting Brushstroke
157,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Resplendent Dream Brush\Within a Painted World.md,Within a Painted World,Painter of Dreams
158,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Resplendent Dream Brush\World-Canvas Miracle.md,World-Canvas Miracle, Painted Peril Approach
159,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Shadow Moth Raiment\Moth Shroud Feint.md,Moth Shroud Feint, Shadow-Wing Escape
160,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Shadow Moth Raiment\Shadow-Wing Escape.md,Shadow-Wing Escape, Fluttering Step
161,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Shadow Moth Raiment\Silver Moth Stance.md,Silver Moth Stance, Stance-Concealing Camouflage
162,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Shadow Moth Raiment\Thousand Twilit Wings Form.md,Thousand Twilit Wings Form,Silver Moth Stance
163,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Hungering Fangs\Beast-Slayer’s Wisdom.md,Beast-Slayer’s Wisdom, Lessons of the Hunt
164,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Hungering Fangs\Hunter of Mysteries.md,Hunter of Mysteries, Seek the Dreaded Lair
165,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Hungering Fangs\Prey’s Strength Embodiment.md,Prey’s Strength Embodiment, Lessons of the Hunt
166,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Hungering Fangs\Seek the Dreaded Lair.md,Seek the Dreaded Lair, Beast-Slayer’s Wisdom
167,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Hungering Fangs\Slain Legend Arete.md,Slain Legend Arete,Prey’s Strength Embodiment
168,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Oud of Infinite Strings\False World Fugue.md,False World Fugue,Sentry-Distracting Song
169,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Oud of Infinite Strings\Infinite Strings Reverberation.md,Infinite Strings Reverberation, Sentry-Distracting Song
170,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Oud of Infinite Strings\Sentry-Distracting Song.md,Sentry-Distracting Song, Suspicion-Silencing Tune
171,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Oud of Infinite Strings\Subtle Virtuoso Strumming.md,Subtle Virtuoso Strumming, Suspicion-Silencing Tune
172,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Shifter’s Skin\Chrysalis-Self Evolution.md,Chrysalis-Self Evolution,Shape-Dancer’s Defense
173,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Shifter’s Skin\Mercurial Predator Transformation.md,Mercurial Predator Transformation,Shifter’s Claw Strike
174,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Shifter’s Skin\Shape-Dancer’s Defense.md,Shape-Dancer’s Defense,Mercurial Predator Transformation
175,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\The Shifter’s Skin\Stolen Skins Unshed.md,Stolen Skins Unshed, Life of the Hummingbird
176,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Thousand-Winged Fiddle\Apocalypse Swarm Virtuoso.md,Apocalypse Swarm Virtuoso,Wild Fury Awakening
177,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Thousand-Winged Fiddle\Dulcet Song of Battle.md,Dulcet Song of Battle, Voice of the Night Bird
178,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Thousand-Winged Fiddle\Stridulating Strings Technique.md,Stridulating Strings Technique, Cadence of the Locust
179,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Moonlit Treasure Panoply\Thousand-Winged Fiddle\Swarm-Summoning Song.md,Swarm-Summoning Song,Thousandfold Wasp Dance
180,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Enlightening Abnegation Sabers\Disheartening Abnegation.md,Disheartening Abnegation, Essence Diversion Stroke
181,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Enlightening Abnegation Sabers\Soul Ejection Technique.md,Soul Ejection Technique,Word-Twisting Riposte
182,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Enlightening Abnegation Sabers\Word-Twisting Riposte.md,Word-Twisting Riposte, Disheartening Abnegation
183,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Everlasting Descent\Abrupt Conclusion of Descent.md,Abrupt Conclusion of Descent, Engulfing Orbit Pull
184,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Everlasting Descent\Engulfing Orbit Pull.md,Engulfing Orbit Pull, Whirling Ecliptic Barrier
185,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Everlasting Descent\Errant Star Diversion.md,Errant Star Diversion, Whirling Ecliptic Barrier
186,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Everlasting Descent\Juggling Fallen Stars.md,Juggling Fallen Stars,Errant Star Diversion
187,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Godcarver\Godwright Chisel Invocation.md,Godwright Chisel Invocation,Miracles in Stone
188,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Godcarver\Miracles in Stone.md,Miracles in Stone, Temple-Consecrating Talent
189,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Godcarver\Temple-Consecrating Talent.md,Temple-Consecrating Talent, Heaven-Pleasing Altar
190,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Oadenol’s Wheel\Dutiful Charioteer’s Boon.md,Dutiful Charioteer’s Boon, Yellow Path
191,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Oadenol’s Wheel\Prismatic Leap.md,Prismatic Leap, Star-Spoke Transition
192,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Oadenol’s Wheel\Seven-Colored Comet Leap.md,Seven-Colored Comet Leap,Unbridle the Lumenir
193,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Seven Star Alignment\Auspicious Conjunction of Forces.md,Auspicious Conjunction of Forces, Omen-Gathering Apogee
194,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Seven Star Alignment\Crimson Lotus Enlightenment.md,Crimson Lotus Enlightenment,Foretold Dweomer Counterstrike
195,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Seven Star Alignment\Foretold Dweomer Counterstrike.md,Foretold Dweomer Counterstrike, Unorthodox Incantation Tactic
196,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Seven Star Alignment\Omen-Gathering Apogee.md,Omen-Gathering Apogee,Charms/Solar/Occult/Terrestrial Circle Sorcery
197,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Seven Star Alignment\Seven Constellations Stance.md,Seven Constellations Stance,Charms/Solar/Occult/Celestial Circle Sorcery
198,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Seven Star Alignment\Unorthodox Incantation Tactic.md,Unorthodox Incantation Tactic, Omen-Gathering Apogee
199,"C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Tamokhet, Fang of the Betrayer\Destined Doom Forewarning.md",Destined Doom Forewarning, The Treacherous World
200,"C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Tamokhet, Fang of the Betrayer\The Treacherous World.md",The Treacherous World, Sting of Betrayal
201,"C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\Tamokhet, Fang of the Betrayer\Walk the Red Path.md",Walk the Red Path,The Treacherous World
202,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\The Serene Misfortune Sashes\Dancing With Razors.md,Dancing With Razors,Duck Fate
203,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\The Serene Misfortune Sashes\Grinning Albatross Infliction.md,Grinning Albatross Infliction, Waltzing Away from Calamity
204,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\The Serene Misfortune Sashes\Tomorrow’s Troubles Defense.md,Tomorrow’s Troubles Defense,Borrowed Luck
205,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Sidereal Artifacts\The Serene Misfortune Sashes\Waltzing Away from Calamity.md,Waltzing Away from Calamity, Tomorrow’s Troubles Defense
